"X","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","Min","Q1","Median","Mean","Q3","Max","StDev","Year.count"
"21-Feb",NA,NA,0.7803125,0.1511458,-0.11375,0.0571875,-0.05637363,0.42625,0.00854166666666667,-0.11375,-0.0279833475,0.10416665,0.207462028333333,0.35747395,0.7803125,0.33898855810438,6
"22-Feb",NA,NA,0.4765625,0.1093878,-0.1161458,0.05635417,-0.05244444,0.4197849,0.00757894736842105,-0.1161458,-0.0252447875,0.082870985,0.148916521666667,0.342185625,0.4765625,0.245624162301777,6
"23-Feb",NA,NA,-0.04031579,0.06833333,-0.11125,0.05515789,-0.03888889,0.4167368,0.0174193548387097,-0.11125,-0.039959065,0.0081345,0.0582955566666667,0.06503947,0.4167368,0.187885836038099,6
"24-Feb",NA,NA,-0.04510417,0.06354167,-0.1109375,0.05760417,0.06255814,0.4135789,0.0194736842105263,-0.1109375,-0.019427085,0.060081155,0.0735402016666667,0.0632957875,0.4135789,0.181223265131077,6
"25-Feb",NA,NA,-0.05625,0.06645833,-0.1107292,0.05610526,0.1771875,0.4141667,0.0186458333333333,-0.1107292,-0.028161185,0.061281795,0.0911564316666667,0.1495052075,0.4141667,0.187649686063494,6
"26-Feb",NA,NA,-0.05177083,0.06666667,-0.1044792,0.05666667,0.172766,0.414,0.0192631578947368,-0.1044792,-0.024661455,0.06166667,0.0923082183333333,0.1462411675,0.414,0.185132885341346,6
"27-Feb",NA,NA,-0.0221875,0.06760417,-0.1084375,0.05404255,0.1701053,0.4145833,0.0172631578947368,-0.1084375,-0.0031299875,0.06082336,0.09595172,0.1444800175,0.4145833,0.181833235617486,6
"28-Feb",NA,NA,0.1014737,0.07,-0.1063542,0.05663158,0.1134409,0.4107368,0.00819148936170213,-0.1063542,0.059973685,0.08573685,0.107654796666667,0.1104491,0.4107368,0.168375466560677,6
"01-Mar",NA,NA,-0.002395833,0.091875,0.0006097561,0.05197917,0.0555914,0.4090625,0.0113684210526316,-0.002395833,0.013452109575,0.053785285,0.101120332183333,0.0828041,0.4090625,0.155060997502375,6
"02-Mar",NA,NA,0.1255208,0.08042105,-0.07677083,0.0540625,0.04863158,0.4090625,0.00697916666666667,-0.07677083,0.04998931,0.067241775,0.106821266666667,0.1142458625,0.4090625,0.162648081554503,6
"03-Mar",NA,NA,-0.02770833,0.0684375,-0.09364583,0.05333333,0.05073684,0.4048421,0.011875,-0.09364583,-0.0080970375,0.052035085,0.0759992683333333,0.0646614575,0.4048421,0.172558076406351,6
"04-Mar",NA,NA,-0.07729167,0.08135417,-0.08895833,0.05126316,0.051875,0.4025,0.00791666666666667,-0.08895833,-0.0451529625,0.05156908,0.0701237216666667,0.0739843775,0.4025,0.177947883864938,6
"05-Mar",NA,NA,-0.05833333,0.07427083,-0.06715789,0.04831579,0.04885417,0.4030208,0.0130208333333333,-0.06715789,-0.03167105,0.04858498,0.074828395,0.067916665,0.4030208,0.17145278901186,6
"06-Mar",NA,NA,0.2013542,0.07125,-0.1096875,0.05479167,0.0503125,0.401875,0.0176842105263158,-0.1096875,0.0514322925,0.063020835,0.111649311666667,0.16882815,0.401875,0.173144449303283,6
"07-Mar",NA,NA,0.1775,0.06916667,-0.1039583,0.05294737,0.05489362,0.4001064,0.016875,-0.1039583,0.0534339325,0.062030145,0.108442626666667,0.1504166675,0.4001064,0.168784271503694,6
"08-Mar",NA,NA,-0.03958333,0.07042105,-0.1113542,0.053125,0.049375,0.4089583,0.0190526315789474,-0.1113542,-0.0173437475,0.05125,0.0718236366666667,0.0660970375,0.4089583,0.179154101733323,6
"09-Mar",NA,NA,-0.04822917,0.0703125,-0.1048958,0.05333333,0.05159574,0.4074468,0.0219791666666667,-0.1048958,-0.0232729425,0.052464535,0.0715939,0.0660677075,0.4074468,0.178347060281237,6
"10-Mar",NA,NA,0.002083333,0.07447917,-0.09614583,0.05145833,0.05010417,0.4184211,0.036875,-0.09614583,0.01408854225,0.05078125,0.0834000455,0.06872396,0.4184211,0.175098090585387,6
"11-Mar",NA,NA,-0.0465625,0.07489583,-0.1048958,0.05344086,0.04947368,0.4925263,0.0277083333333333,-0.1048958,-0.022553455,0.05145727,0.0864797283333333,0.0695320875,0.4925263,0.210615216383626,6
"12-Mar",NA,NA,-0.04760417,0.08177083,-0.1053684,0.05510417,0.05085106,0.4384211,0.0288541666666667,-0.1053684,-0.0229903625,0.052977615,0.0788624316666667,0.075104165,0.4384211,0.19003935769639,6
"13-Mar",NA,NA,-0.01020833,0.08145833,-0.105625,0.04884211,0.05104167,0.4863158,0.0296875,-0.105625,0.00455428,0.04994189,0.0919707633333333,0.073854165,0.4863158,0.204273563350407,6
"14-Mar",NA,NA,0.004516129,0.0840625,-0.1076042,0.04947917,0.04895833,0.6110417,0.032,-0.1076042,0.01562667925,0.04921875,0.115075604833333,0.0754166675,0.6110417,0.251963592488144,6
"15-Mar",NA,NA,-0.0403125,0.0809375,-0.04,0.04875,0.05021053,0.6604167,0.0391578947368421,-0.0403125,-0.0178125,0.049480265,0.126667038333333,0.0732557575,0.6604167,0.266291803262302,6
"16-Mar",NA,NA,-0.0540625,0.08166667,-0.08239583,0.05365591,0.04852632,0.6218947,0.0634042553191489,-0.08239583,-0.028415295,0.051091115,0.111547545,0.07466398,0.6218947,0.258345087517501,6
"17-Mar",NA,NA,-0.05895833,0.08010417,-0.1047917,0.0509375,0.05389474,0.4907292,0.0686458333333333,-0.1047917,-0.0314843725,0.05241612,0.0853192633333333,0.0735518125,0.4907292,0.211429526121954,6
"18-Mar",NA,NA,-0.02895833,0.08333333,-0.1133333,0.04842105,0.04915789,0.4257895,0.0620212765957447,-0.1133333,-0.009613485,0.04878947,0.07740169,0.07478947,0.4257895,0.184791304182657,6
